ID;DATE;TYPE;KIA;WIA;CITY;REGION;COUNTRY;DETAILS;GROUP;REMARKS;TEXT;FORMATTED_ADDRESS;LOCATION_LAT;LOCATION_LNG;LOCATION_CITY;LOCATION_REGION;LOCATION_COUNTRY;LOCATION_TYPE
86;20/09/2015;CACHE/FOUND;0;0;TBD;DONETSK;UKRAINE;Explosives were found during vehicle search in a check point;;Detonating cord, detonators and military ordnance as main charge;Explosives were found during vehicle search in a check point Detonating cord, detonators and military ordnance as main charge;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
87;17/09/2015;CACHE/FOUND;0;0;Debaltseve;LUHANSK;UKRAINE;A cache with weapons, ammunition and TNT was discovered;;;A cache with weapons, ammunition and TNT was discovered ;Debal'tseve, Donetsk Oblast, Ukraine, 84700;48,3340595;38,4062034;Debal'tseve;Donetsk Oblast;Ukraine;APPROXIMATE
88;15/09/2015;CACHE/FOUND;0;0;Polovynkyne;LUHANSK;UKRAINE;A large cache of weapons and explosives was discovered;;;A large cache of weapons and explosives was discovered ;Polovynkyne, Luhans'ka oblast, Ukraine, 92760;49,2252765;38,919731;Polovynkyne;Luhans'ka oblast;Ukraine;APPROXIMATE
89;14/09/2015;VOIED;0;2;Berezove;DONETSK;UKRAINE;Two women wounded after triggering an IED;;;Two women wounded after triggering an IED ;Berezove, Donetsk Oblast, Ukraine, 85682;47,770304;37,5822163;Berezove;Donetsk Oblast;Ukraine;APPROXIMATE
90;14/09/2015;CACHE/FOUND;0;0;Mariupol;DONETSK;UKRAINE;4 KG of TNT and other ammunition were found in a warehouse;;"They were packed in white bags marked as ""Novorossiya Aid Foundation""";"4 KG of TNT and other ammunition were found in a warehouse They were packed in white bags marked as ""Novorossiya Aid Foundation""";Mariupol', Donetsk Oblast, Ukraine;47,097133;37,543367;Mariupol';Donetsk Oblast;Ukraine;APPROXIMATE
91;11/09/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;A device was detonated in a residential area;;;A device was detonated in a residential area ;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
92;10/09/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;A man was discovered when trying to plant an IED near a check point;;Reported as RC switch (mobile phone), 400 gr TNT block as main charge;A man was discovered when trying to plant an IED near a check point Reported as RC switch (mobile phone), 400 gr TNT block as main charge;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
93;09/09/2015;CACHE/FOUND;0;0;Shchastya;LUHANSK;UKRAINE;Explosives and weapons were found;;;Explosives and weapons were found ;Shchastya, Luhans'ka oblast, Ukraine;48,737247;39,2311974;Shchastya;Luhans'ka oblast;Ukraine;APPROXIMATE
94;09/09/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;An IED was found in front of a National Guard Unit Headquarters;;400 gr TNT equivalent;An IED was found in front of a National Guard Unit Headquarters 400 gr TNT equivalent;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
95;07/09/2015;CACHE/FOUND;0;0;Vodyane;ZAPORIZHYE;UKRAINE;Explosives were found in a cache;;;Explosives were found in a cache ;NULL;NULL;NULL;NULL;NULL;NULL;NULL
96;07/09/2015;CACHE/FOUND;0;0;Dzerzhinsk;DONETSK;UKRAINE;A cache with weapons and explosives was discovered;;;A cache with weapons and explosives was discovered ;Toretsk, Donetsk Oblast, Ukraine;48,3972873;37,855245;Toretsk;Donetsk Oblast;Ukraine;APPROXIMATE
97;07/09/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;An IED was found and disposed by emergency services (SSU);;;An IED was found and disposed by emergency services (SSU) ;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
98;07/09/2015;CACHE/FOUND;0;0;TBD;LUHANSK;UKRAINEæ;A cache was discovered near Artemivsk-Lysychansk road;;;A cache was discovered near Artemivsk-Lysychansk road ;NULL;NULL;NULL;NULL;NULL;NULL;NULL
99;04/09/2015;PROJECTED;0;0;Rivne;RIVNE;UKRAINE;A homemade grenade was blown up in the street;;;A homemade grenade was blown up in the street ;Rivne, Rivnens'ka oblast, Ukraine;50,6199;26,251617;Rivne;Rivnens'ka oblast;Ukraine;APPROXIMATE
100;04/09/2015;CACHE/FOUND;0;0;Plovynkyne;LUHANSK;UKRAINE;Another cache was discovered after investigation;;;Another cache was discovered after investigation ;Luhansk, Luhans'ka oblast, Ukraine;48,574041;39,307815;Luhansk;Luhans'ka oblast;Ukraine;APPROXIMATE
101;03/09/2015;UNKNOWN;0;2;Dzerzhinsk;DONETSK;UKRAINE;A device detonated affecting two persons;;;A device detonated affecting two persons ;Toretsk, Donetsk Oblast, Ukraine;48,3972873;37,855245;Toretsk;Donetsk Oblast;Ukraine;APPROXIMATE
102;03/09/2015;CACHE/FOUND;0;0;Volodartsi;DONETSK;UKRAINE;A cache was discovered and TNT was found inside;;;A cache was discovered and TNT was found inside ;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
103;03/09/2015;PROJECTED;0;0;Zaporizhia;ZAPORIZHYE;UKRAINE;A homemade hand grenade was thrown against a business office;;;A homemade hand grenade was thrown against a business office ;Zaporizhia, Zaporiz'ka oblast, Ukraine;47,8388;35,139567;Zaporizhia;Zaporiz'ka oblast;Ukraine;APPROXIMATE
104;02/09/2015;UNKNOWN;1;0;Ognevka;POLTAVA;UKRAINEæ;A device was blown up causing a fire with the result of a dead man;;;A device was blown up causing a fire with the result of a dead man ;NULL;NULL;NULL;NULL;NULL;NULL;NULL
105;31/08/2015;UNKNOWN;1;0;Kiev;KIEV;UKRAINE;A soldier of national Guard was killed after a device detonated;;Possible hand grenade (TBC);A soldier of national Guard was killed after a device detonated Possible hand grenade (TBC);Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
106;31/08/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Near ""Arsenalnaya"" metro station";"Call reporting IED - First Responders action - no explosive Near ""Arsenalnaya"" metro station";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
107;30/08/2015;CACHE/FOUND;0;0;Polovynkyne;LUHANSK;UKRAINE;A cache was found in an abandoned factory;;33 Kg of TNT;A cache was found in an abandoned factory 33 Kg of TNT;Polovynkyne, Luhans'ka oblast, Ukraine, 92760;49,2252765;38,919731;Polovynkyne;Luhans'ka oblast;Ukraine;APPROXIMATE
108;30/08/2015;CACHE/FOUND;0;0;Bakhmutivka;LUHANSK;UKRAINE;A cache with explosives and weapons was found ;;;A cache with explosives and weapons was found  ;Bakhmutivka, Luhans'ka oblast, Ukraine, 93541;48,8671466;39,0414588;Bakhmutivka;Luhans'ka oblast;Ukraine;APPROXIMATE
109;29/08/2015;CACHE/FOUND;0;0;TBD;DNIPROPETROVSK;UKRAINE;A suspect was detained when trying to sell explosives;;20 Kg of TNT;A suspect was detained when trying to sell explosives 20 Kg of TNT;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
110;28/08/2015;CACHE/FOUND;0;0;Dnipropetrovsk;DNIPROPETROVSK;UKRAINE;600 gr of TNT were found in a cache along with weapons & ammo;;;600 gr of TNT were found in a cache along with weapons & ammo ;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
111;28/08/2015;CACHE/FOUND;0;0;Vesele;DONETSK;UKRAINE;A cache wit weapons and  explosives was found;;18x200 gr TNT, 4x400 gr TNT & 24 detonators;A cache wit weapons and  explosives was found 18x200 gr TNT, 4x400 gr TNT & 24 detonators;Vesele, Donetsk Oblast, Ukraine, 85766;47,4852086;37,3640615;Vesele;Donetsk Oblast;Ukraine;APPROXIMATE
112;27/08/2015;CACHE/FOUND;0;0;Volodarsky;DONETSK;UKRAINE;A suspect was detained. Weapons and TNT were seized;;;A suspect was detained. Weapons and TNT were seized ;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
113;27/08/2015;UNKNOWN;0;0;Kiev;KIEV;UKRAINE;"IED attack against an office of ""Sberbank""";;Victory Avenue;"IED attack against an office of ""Sberbank"" Victory Avenue";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
114;24/08/2015;UNKNOWN;0;0;Rovenky;LUHANSK ;UKRAINE;"IED attack against gas pipeline ""Moscow-Stavropol""";;;"IED attack against gas pipeline ""Moscow-Stavropol"" ";Roven'ky, Luhans'ka oblast, Ukraine;48,0823858;39,3699771;Roven'ky;Luhans'ka oblast;Ukraine;APPROXIMATE
115;23/08/2015;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;An IED laboratory was discovered after detention of suspects;;A complete IED & some components were found;An IED laboratory was discovered after detention of suspects A complete IED & some components were found;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
116;22/08/2015;CACHE/FOUND;0;0;TBD;ZAPORIZHYE;UKRAINE;An IED laboratory was dismantled;;They were manufacturing TATP & improvised detonators;An IED laboratory was dismantled They were manufacturing TATP & improvised detonators;NULL;NULL;NULL;NULL;NULL;NULL;NULL
117;22/08/2015;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;IEDs & explosives were found after detention of 2 suspects;;;IEDs & explosives were found after detention of 2 suspects ;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
118;22/08/2015;CACHE/FOUND;0;0;Starobilsk;LUHANSK ;UKRAINE;Flash powder & munitions were found in a suspects home;;;Flash powder & munitions were found in a suspects home ;Starobil's'k, Luhans'ka oblast, Ukraine;49,2736853;38,9255482;Starobil's'k;Luhans'ka oblast;Ukraine;APPROXIMATE
119;22/08/2015;CACHE/FOUND;0;0;Novgorod;DONETSK;UKRAINE;Explosives were seized during a search;;4 Kg TNT, plastic explosive and munitions;Explosives were seized during a search 4 Kg TNT, plastic explosive and munitions;Novhorod, Zaporiz'ka oblast, Ukraine, 70312;47,5421316;36,9195077;Novhorod;Zaporiz'ka oblast;Ukraine;APPROXIMATE
120;22/08/2015;UNKNOWN;0;0;Mikolayiv;MIKOLAYIV;UKRAINE;Two devices were detonated against a volunteers office;;Youth Center;Two devices were detonated against a volunteers office Youth Center;Mykolaiv, Mykolaivs'ka oblast, Ukraine;46,975033;31,994583;Mykolaiv;Mykolaivs'ka oblast;Ukraine;APPROXIMATE
121;21/08/2015;CACHE/FOUND;0;0;Dnipropetrovsk;DNIPROPETROVSK;UKRAINE;One suspect was detained in possesion of flash powder;;"In ""Mezhevaya"" train station";"One suspect was detained in possesion of flash powder In ""Mezhevaya"" train station";Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
122;20/08/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Metro station in Independence Square;Call reporting IED - First Responders action - no explosive Metro station in Independence Square;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
123;18/08/2015;CWIED;0;0;Kondrashevska;LUHANSK ;UKRAINE;A train transporting coal was derailed due to detonation of a device;;Second IED failed: TM-62M mine & 4x400 gr TNT as main charge;A train transporting coal was derailed due to detonation of a device Second IED failed: TM-62M mine & 4x400 gr TNT as main charge;Luhansk, Luhans'ka oblast, Ukraine;48,574041;39,307815;Luhansk;Luhans'ka oblast;Ukraine;APPROXIMATE
124;18/08/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;IED components and schemes found during a detention of suspects;;;IED components and schemes found during a detention of suspects ;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
125;17/08/2015;CACHE/FOUND;0;0;Lviv;LVIV;UKRAINE;Homemade grenade was found in the roof of a kindergarten;;Novoznerenska St;Homemade grenade was found in the roof of a kindergarten Novoznerenska St;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
126;17/08/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;A guy was detained with fuzes and detonators inside a backpack;;Vokzalnaya metro station;A guy was detained with fuzes and detonators inside a backpack Vokzalnaya metro station;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
127;17/08/2015;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;An urdenbelly IED was found under a car;;Krasnov St., 100 gr TNT.;An urdenbelly IED was found under a car Krasnov St., 100 gr TNT.;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
128;14/08/2015;CACHE/FOUND;0;0;TBD;KHARKIV;UKRAINE;Suspects were detained while laying an IED against the railway;;2.5 Kg TNT;Suspects were detained while laying an IED against the railway 2.5 Kg TNT;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
129;15/08/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;Some explosives were found during the seize of an arsenal;;;Some explosives were found during the seize of an arsenal ;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
130;13/08/2015;UNKKNOWN;1;0;Stepove;DNIPROPETROVSK;UKRAINEæ;A car was affected by the detonation of an IED;;The driver died;A car was affected by the detonation of an IED The driver died;Stepove, Dnipropetrovsk Oblast, Ukraine, 52050;48,6376596;34,9074422;Stepove;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
131;13/08/2015;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;A homemade grenade was found in the roof of a kiosk;;;A homemade grenade was found in the roof of a kiosk ;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
132;13/08/2015;CACHE/FOUND;0;0;Dzerzhinsk;DONETSK;UKRAINE;A modified hand grenade was found inside a suspects bag;;;A modified hand grenade was found inside a suspects bag ;Toretsk, Donetsk Oblast, Ukraine;48,3972873;37,855245;Toretsk;Donetsk Oblast;Ukraine;APPROXIMATE
133;13/08/2015;CACHE/FOUND;0;0;Kobelyaki;POLTAVA;UKRAINEæ;Fuzes and detonators found along with weapons and equipment;;;Fuzes and detonators found along with weapons and equipment ;Kobelyaky, Poltavs'ka oblast, Ukraine;49,1517927;34,1953871;Kobelyaky;Poltavs'ka oblast;Ukraine;APPROXIMATE
134;12/08/2015;CACHE/FOUND;0;0;Dnipropetrovsk;DNIPROPETROVSK;UKRAINE;Cache with explosives was found near a railway station;;Novomoskov station;Cache with explosives was found near a railway station Novomoskov station;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
135;06/08/2015;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;"An IED was detonated against bar ""BIKINI""";;;"An IED was detonated against bar ""BIKINI"" ";Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
136;05/08/2015;CACHE/FOUND;0;0;TBD;IVANO-FRANKIVSK;UKRAINE;Some guys were detained when trying to sell radioactive material;;Reported as Uranium 238 by SBU;Some guys were detained when trying to sell radioactive material Reported as Uranium 238 by SBU;Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine;48,922633;24,711117;Ivano-Frankivsk;Ivano-Frankivs'ka oblast;Ukraine;APPROXIMATE
137;04/08/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;After a shooting, some explosives were found during detentions;;Detonators, detonating cord and weapons;After a shooting, some explosives were found during detentions Detonators, detonating cord and weapons;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
138;03/08/2015;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Sumy Street;Call reporting IED - First Responders action - no explosive Sumy Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
139;02/08/2015;PROJECTED;0;0;Odessa;ODESSA;UKRAINE;"An IED was thrown against the NGO ""Self-Defences of Odessa""";;200 gr TNT-equivalent. Kanatnaya Street. From a motorcycle.;"An IED was thrown against the NGO ""Self-Defences of Odessa"" 200 gr TNT-equivalent. Kanatnaya Street. From a motorcycle.";Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
140;02/08/2015;UNKNOWN;0;0;Popasna;LUHANSK ;UKRAINE;A portion of railway was blown up;;Sentyanivka-Shipilova Stretch (6th attack in the same site);A portion of railway was blown up Sentyanivka-Shipilova Stretch (6th attack in the same site);Popasna, Luhans'ka oblast, Ukraine;48,6282422;38,3727154;Popasna;Luhans'ka oblast;Ukraine;APPROXIMATE
141;29/07/2015;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Rymarska Street;Call reporting IED - First Responders action - no explosive Rymarska Street;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
142;28/07/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;General Prosecutors Office of Ukraine;Call reporting IED - First Responders action - no explosive General Prosecutors Office of Ukraine;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
143;28/07/2015;CACHE/FOUND;0;0;Kamenka-Dnieper;ZAPORIZHYE;UKRAINE;A suspect was detained in possesion of explosives and weapons;;500 gr TNT and black powder;A suspect was detained in possesion of explosives and weapons 500 gr TNT and black powder;NULL;NULL;NULL;NULL;NULL;NULL;NULL
144;28/07/2015;CACHE/FOUND;0;0;Severodonetsk;LUHANSK;UKRAINE;A cache was found by members of DONBASS Batallion;;Some explosives were found along with weapons;A cache was found by members of DONBASS Batallion Some explosives were found along with weapons;Severodonetsk, Luhans'ka oblast, Ukraine;48,9481767;38,4878773;Severodonetsk;Luhans'ka oblast;Ukraine;APPROXIMATE
145;27/07/2015;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;An Ukrainian soldier was detained with some explosives;;Plastic explosive & fuzes. Forest metro station.;An Ukrainian soldier was detained with some explosives Plastic explosive & fuzes. Forest metro station.;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
146;27/07/2015;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Dorohozhychi Metro Station ;Call reporting IED - First Responders action - no explosive Dorohozhychi Metro Station ;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
147;23/07/2015;CACHE/FOUND;0;0;TBD;CHERNIHIV;UKRAINEæ;Explosives were seized after the detention of 2 criminal groups;;5 TNT blocks (200 gr each);Explosives were seized after the detention of 2 criminal groups 5 TNT blocks (200 gr each);NULL;NULL;NULL;NULL;NULL;NULL;NULL
148;23/07/2015;HOAX/FALSE;0;0;Zhytomir;ZHYTOMYR;UKRAINEæ;Call reporting IED - First Responders action - no explosive;;Regional philharmonic hall . HOAX caller was detained;Call reporting IED - First Responders action - no explosive Regional philharmonic hall . HOAX caller was detained;NULL;NULL;NULL;NULL;NULL;NULL;NULL
149;22/07/2015;CACHE/FOUND;0;0;Stanytsia Luhanska;LUHANSK ;UKRAINE;Explosives seized after a search done by border patrols;;10 TNT blocks, along with rocket launchers and hand grenades;Explosives seized after a search done by border patrols 10 TNT blocks, along with rocket launchers and hand grenades;Stanytsia Luhanska, Luhans'ka oblast, Ukraine, 93600;48,6798458;39,4672507;Stanytsia Luhanska;Luhans'ka oblast;Ukraine;APPROXIMATE
150;22/07/2015;VOIED;0;0;Krasnoarmiysk;DONETSK;UKRAINE;An IED was found close to a gas station ;;Pressure plate;An IED was found close to a gas station  Pressure plate;Krasnoarmiis'k, Donetsk Oblast, Ukraine;48,282193;37,1847804;Krasnoarmiis'k;Donetsk Oblast;Ukraine;APPROXIMATE
151;20/07/2015;UNKNOWN;0;0;Berdyansk;ZAPORIZHYE;UKRAINE;The trunk of a car owned by a bussinesmen was blown up;;Reasons of explosion are not clear (It could be an accident instead an IED);The trunk of a car owned by a bussinesmen was blown up Reasons of explosion are not clear (It could be an accident instead an IED);Berdyans'k, Zaporiz'ka oblast, Ukraine;46,7737707;36,8034779;Berdyans'k;Zaporiz'ka oblast;Ukraine;APPROXIMATE
152;20/07/2015;UNKNOWN;0;1;Odessa;ODESSA;UKRAINE;"A device blew up at the door of Caf_ ""Liberty""";;Richelieu Street (04:00 AM);"A device blew up at the door of Caf_ ""Liberty"" Richelieu Street (04:00 AM)";Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
