ID,DATE,TYPE,KIA,WIA,CITY,REGION,COUNTRY,DETAILS,GROUP,REMARKS,TEXT
523,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,Metro stations ñVokzalnayaî,Calls reporting IED - First Responders action - no explosive Metro stations ñVokzalnayaî
524,00:00.0,UNKNOWN,0,0,Zanky,KHARKIV,UKRAINE,"IED attack against railways, damaging steel power supports",,,"IED attack against railways, damaging steel power supports "
525,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Levoberezhnaya metro station,Call reporting IED - First Responders action - no explosive Levoberezhnaya metro station
526,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Metro station ñVokzalnayaî,Call reporting IED - First Responders action - no explosive Metro station ñVokzalnayaî
527,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Odessa University,Call reporting IED - First Responders action - no explosive Odessa University
528,00:00.0,HOAX/FALSE,0,0,Yalta,CRIMEA,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Yalta Intourist hotel, before a conference","Call reporting IED - First Responders action - no explosive ""Yalta Intourist"" hotel, before a conference"
529,00:00.0,UNKNOWN,0,0,Donetsk,DONETSK,UKRAINE,Railway was damaged by a detonation,,,Railway was damaged by a detonation 
530,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Teatralna metro station ,Call reporting IED - First Responders action - no explosive Teatralna metro station 
531,00:00.0,UNKNOWN,0,0,Shostka,SUMY,UKRAINE,IED detonation against Police station,,,IED detonation against Police station 
532,00:00.0,UNKNOWN,0,0,Zanky,KHARKIV,UKRAINE,IED attack against railroad,,,IED attack against railroad 
533,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,Explosive device seized during house registry,,Detainee was planning an attack against a Lutheran church,Explosive device seized during house registry Detainee was planning an attack against a Lutheran church
534,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,IEDs seized in an apartment search.,,5 guys were detained. They prepared attacks against railway.,IEDs seized in an apartment search. 5 guys were detained. They prepared attacks against railway.
535,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Explosives were seized. 6 guy group arrested.,,Suspects of explosion (August 3) in Kharkiv Tank Repair Plant,Explosives were seized. 6 guy group arrested. Suspects of explosion (August 3) in Kharkiv Tank Repair Plant
536,00:00.0,UNKNOWN,0,0,Melitopol,ZAPORIZHYE,UKRAINE,IED attack against a bank office,,Kolomoisky PrivatBank office,IED attack against a bank office Kolomoisky PrivatBank office
537,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro stations ñVokzalnaî, ""Poshtova Ploshcha""","Call reporting IED - First Responders action - no explosive Metro stations ñVokzalnaî, ""Poshtova Ploshcha"""
538,00:00.0,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYV,UKRAINE,A civilian transporting an IED was detained near military base,,"200 gr TNT block, safety fuze and detonator","A civilian transporting an IED was detained near military base 200 gr TNT block, safety fuze and detonator"
539,00:00.0,CACHE/FOUND,0,0,Druzhkovka,DONETSK,UKRAINE,Civilian car loading explosives and weapons was seized,,29 Kg of TNT,Civilian car loading explosives and weapons was seized 29 Kg of TNT
540,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Metro station ñArsenalnayaî ,Call reporting IED - First Responders action - no explosive Metro station ñArsenalnayaî 
541,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Channel ñ112 Ukraineî building,Call reporting IED - First Responders action - no explosive Channel ñ112 Ukraineî building
542,00:00.0,UNKNOWN,0,0,Severodonetsk,LUHANSK ,UKRAINE,Device was detonated against a Russian bank office,,,Device was detonated against a Russian bank office 
543,00:00.0,CACHE/FOUND,0,0,Amvrosiivka,DONETSK,UKRAINE,An RCIED was found along with landmines and missiles,,Discovered by border guards,An RCIED was found along with landmines and missiles Discovered by border guards
544,00:00.0,PROJECTED,0,2,Kiev,KIEV,UKRAINE,Homemade grenade was thrown against people,,Ukrainian House director was the aimed target,Homemade grenade was thrown against people Ukrainian House director was the aimed target
545,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Metro station Petrovka,Call reporting IED - First Responders action - no explosive Metro station Petrovka
546,00:00.0,CACHE/FOUND,0,0,Krasnogorivka,DONETSK,UKRAINE,Homemade grenades were seized,,,Homemade grenades were seized 
547,00:00.0,UNKNOWN,1,0,Yevsuh,LUHANSK,UKRAINE,Detonation against a railway bridge across the river.,,Pedestrian part partially damaged. One attacker was dead.,Detonation against a railway bridge across the river. Pedestrian part partially damaged. One attacker was dead.
548,00:00.0,UNKNOWN,0,0,Horlivka,DONETSK,UKRAINE,Pedestrian bridge was blown up,,Bridge between both districts of the village,Pedestrian bridge was blown up Bridge between both districts of the village
549,00:00.0,HOAX/FALSE,0,0,Krivoy Rog,DNIPROPETROVSK,UKRAINE,Calls reporting IED - First Responders action - no explosive,,Two railway stations,Calls reporting IED - First Responders action - no explosive Two railway stations
550,00:00.0,UNKNOWN,0,8,Donetsk,DONETSK,UKRAINE,Explosive device detonated against a DNR militia patrol,,,Explosive device detonated against a DNR militia patrol 
551,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,Sabotage in a Tank Repair Plant,,IED was reported,Sabotage in a Tank Repair Plant IED was reported
552,00:00.0,CACHE/FOUND,1,0,TBD,DONETSK,UKRAINE,A van loaded with explosives was stopped in a check-point,,"Reported as an attempt of ""suicide attack"" by UKR military","A van loaded with explosives was stopped in a check-point Reported as an attempt of ""suicide attack"" by UKR military"
553,00:00.0,UNKNOWN,1,4,Donetsk,DONETSK,UKRAINE,Explosive device was blown up inside a bus,,,Explosive device was blown up inside a bus 
554,00:00.0,UNKNOWN,0,0,Grushevaha,KHARKIV,UKRAINE,Partial detonation of an IED slightly damaged a bridge,,Failed attempt of blowing bridge up over Seversky Donets River,Partial detonation of an IED slightly damaged a bridge Failed attempt of blowing bridge up over Seversky Donets River
555,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,"Central train station, 7 hotels, 1 restaurant and 1 hostel ","Calls reporting IED - First Responders action - no explosive Central train station, 7 hotels, 1 restaurant and 1 hostel "
556,00:00.0,VOIED,1,8,Berestove,DONETSK,UKRAINE,A device blew up killing 1 woman & injuring 8 children,,,A device blew up killing 1 woman & injuring 8 children 
557,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,"6 alarms in Golosievskyi, Podolsky and Pechersky districts","Calls reporting IED - First Responders action - no explosive 6 alarms in Golosievskyi, Podolsky and Pechersky districts"
558,00:00.0,UNKNOWN,0,0,Gorlovka,DONETSK ,UKRAINE,Bridge was blown up,,Bridge near the Cotton Factory between Kalinin and Nikitovsky,Bridge was blown up Bridge near the Cotton Factory between Kalinin and Nikitovsky
559,00:00.0,UNKNOWN,0,0,Slovyansk ,DONETSK ,UKRAINE,6 IEDs discovered in schools,,,6 IEDs discovered in schools 
560,00:00.0,UNKNOWN,0,0,Gorlovka,DONETSK ,UKRAINE,2 bridges & 2 railways points were blown up,,,2 bridges & 2 railways points were blown up 
561,00:00.0,UNKNOWN,0,0,Lisichansk,LUHANSK ,UKRAINE,Gas tanks were blown up,,Gas station ñParallelî,Gas tanks were blown up Gas station ñParallelî
562,00:00.0,UNKNOWN,0,0,Mihailovka,LUHANSK ,UKRAINE,Bridge was blown up,,Bridge between main city & Perevalska,Bridge was blown up Bridge between main city & Perevalska
563,00:00.0,UNKNOWN,0,0,Zaporizhia,ZAPORIZHYE,UKRAINE,Detonation against a hospital,,Tyumen cardiology center. 2 detainees,Detonation against a hospital Tyumen cardiology center. 2 detainees
564,00:00.0,VBIED,5,7,Kamyanka,DONETSK,UKRAINE,A minibus was blown up against a check-point,,"Incident is reported as ""suicide attack"" by Ukrainian officials","A minibus was blown up against a check-point Incident is reported as ""suicide attack"" by Ukrainian officials"
565,00:00.0,UNKNOWN,0,0,Severodonetsk,LUHANSK ,UKRAINE,Bridge over Borova river was damaged by demolition,,Road T-13-03 between Rubizhne & Severodonetsk,Bridge over Borova river was damaged by demolition Road T-13-03 between Rubizhne & Severodonetsk
566,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,"Saltov market, Central hospital & emergency services","Calls reporting IED - First Responders action - no explosive Saltov market, Central hospital & emergency services"
567,00:00.0,UNKNOWN,0,0,Gorlovka,DONETSK,UKRAINE,Railway damaged by explosions,,Track Novobahmutovka - Gorlovka,Railway damaged by explosions Track Novobahmutovka - Gorlovka
568,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,"Hotels ""Khreschatyk "", ""Bratislava"" & ""Express"" plus a hospital","Calls reporting IED - First Responders action - no explosive Hotels ""Khreschatyk "", ""Bratislava"" & ""Express"" plus a hospital"
569,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,IED attacks in Pryvatbank office (Krasnoslabodskaya Street),,,IED attacks in Pryvatbank office (Krasnoslabodskaya Street) 
570,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,IED attacks in Pryvatbank office (Sergey Yadov Street),,,IED attacks in Pryvatbank office (Sergey Yadov Street) 
571,00:00.0,UNKNOWN,0,0,Zugres,DONETSK,UKRAINE,Bridge was blown up by separatist defending it,,Tractor was missidentified as a tank advancing during night,Bridge was blown up by separatist defending it Tractor was missidentified as a tank advancing during night
572,00:00.0,UNKNOWN,0,0,Slovyansk ,DONETSK ,UKRAINE,Several IEDs laid in buildings were disposed by EOD,,,Several IEDs laid in buildings were disposed by EOD 
573,00:00.0,UNKNOWN,0,0,Titarovka,LUHANSK ,UKRAINE,Bridge over the Idar River was blown up,,Road P-07 Chuguev-Melovoe (via Starobelsk),Bridge over the Idar River was blown up Road P-07 Chuguev-Melovoe (via Starobelsk)
574,00:00.0,UNKNOWN,0,0,Krasna Hora,DONETSK,UKRAINE,Road bridge was blown up,,Road T-05-13 Bridge close to Mokraya Plotva River,Road bridge was blown up Road T-05-13 Bridge close to Mokraya Plotva River
575,00:00.0,UNKNOWN,0,0,Horlivka,DONETSK,UKRAINE,Road bridge over railway was blown up,,Road T-05-16 between Horlivka and Dzerzhinsk,Road bridge over railway was blown up Road T-05-16 between Horlivka and Dzerzhinsk
576,00:00.0,UNKNOWN,0,0,Seversk,DONETSK,UKRAINE,Bridge damaged by explosion ,,,Bridge damaged by explosion  
577,00:00.0,UNKNOWN,0,0,Svitlodars'k,DONETSK,UKRAINE,Railroad bridge was blown up,,,Railroad bridge was blown up 
578,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Public Tax Administration building,Call reporting IED - First Responders action - no explosive Public Tax Administration building
579,00:00.0,CACHE/FOUND,0,0,Gulyaipole,ZAPORIZHYE,UKRAINE,Explosives (TNT) and detonators seized in a van with 5 guys.,,"About 100 Kg. explosive material (TNT blocks, mines, charges)","Explosives (TNT) and detonators seized in a van with 5 guys. About 100 Kg. explosive material (TNT blocks, mines, charges)"
580,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Psychoneurological Clinic building in Shtabnoy Lane,Call reporting IED - First Responders action - no explosive Psychoneurological Clinic building in Shtabnoy Lane
581,00:00.0,UNKNOWN,0,0,Zuhres,DONETSK,UKRAINE,Zujevske reservoir dam & two bridges affected by demolitions,,Bridges over Krynka river,Zujevske reservoir dam & two bridges affected by demolitions Bridges over Krynka river
582,00:00.0,UNKNOWN,0,0,Schastia ,LUHANSK ,UKRAINE,Railroad bridge was blown up,,Near Horodnia station over Tepla river,Railroad bridge was blown up Near Horodnia station over Tepla river
583,00:00.0,UNKNOWN,0,0,Yasinovataya,DONETSK,UKRAINE,Railway and electricity contact poles damaged by explosions,,At least 4 detonations in a 5 meter radius. Looks TNT effect.,Railway and electricity contact poles damaged by explosions At least 4 detonations in a 5 meter radius. Looks TNT effect.
584,00:00.0,UNKNOWN,0,0,Amvrosiivka,DONETSK,UKRAINE,Detonation against overpass damaged left mid-span support,,Road T-05-09 Bolshaya Novoselka-Amvrosievka (Km 80.5),Detonation against overpass damaged left mid-span support Road T-05-09 Bolshaya Novoselka-Amvrosievka (Km 80.5)
585,00:00.0,UNKNOWN,0,0,Novobakhmutivka,DONETSK,UKRAINE,Railroad bridge over H-20 road was partially blown up ,,,Railroad bridge over H-20 road was partially blown up  
586,00:00.0,UNKNOWN,0,0,Zakotnoye,DONETSK,UKRAINE,Bridge over Seversky Donets river was blown up,,"Road T-05-13 from Artemovsk to Gorlovka, Km. 12,488","Bridge over Seversky Donets river was blown up Road T-05-13 from Artemovsk to Gorlovka, Km. 12,488"
587,00:00.0,UNKNOWN,0,0,Seleznevka,DONETSK,UKRAINE,Bridge over Kazenyi Torets river was damaged by detonation,,"Highway M-03 (Kiev-Kharkov-Dolzhansky), Km. 675,378","Bridge over Kazenyi Torets river was damaged by detonation Highway M-03 (Kiev-Kharkov-Dolzhansky), Km. 675,378"
588,00:00.0,UNKNOWN,0,0,Donbass,DONETSK ,UKRAINE,Motorway bridge was blown up,,Motorway from Amvrosiivka,Motorway bridge was blown up Motorway from Amvrosiivka
589,00:00.0,CACHE/FOUND ,0,0,Slovyansk ,DONETSK ,UKRAINE,"Homemade grenades, landmines & explosives seized  ",,,"Homemade grenades, landmines & explosives seized   "
590,00:00.0,VBIED ,0,0,Kramatorks ,DONETSK ,UKRAINE,Suspicious VBIED was destroyed through controlled detonation,,Main Battle Tank was used due to the lack of EOD means,Suspicious VBIED was destroyed through controlled detonation Main Battle Tank was used due to the lack of EOD means
591,00:00.0,UNKNOWN,0,0,Gorodishche ,LUHANSK ,UKRAINE,Bridge over Bila river was damaged by an explosion,,,Bridge over Bila river was damaged by an explosion 
592,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Administrative Court building & ""Channel 5"" facilities","Call reporting IED - First Responders action - no explosive Administrative Court building & ""Channel 5"" facilities"
593,00:00.0,UNKNOWN,0,1,Odessa ,ODESSA ,UKRAINE,5 Kg TNT-equivalent IED against Military Enlistment office ,,"Crater 4 m. diameter, 3 m. depth. Several damages to floors.","5 Kg TNT-equivalent IED against Military Enlistment office  Crater 4 m. diameter, 3 m. depth. Several damages to floors."
594,00:00.0,UNKNOWN,0,1,Odessa,ODESSA,UKRAINE,Explosion close to Suvorovsky military commissariat office,,,Explosion close to Suvorovsky military commissariat office 
595,00:00.0,UNKNOWN,0,0,Luhansk ,LUHANSK,UKRAINE,Bridge over Siversky Donets was blown up ,,,Bridge over Siversky Donets was blown up  
596,00:00.0,UNKNOWN,0,0,Trekhizbenka,LUHANSK,UKRAINE,Bridge over Seversky Donets river destroyed by an explosion.,,"Road T-03-15, conecting Luhansk-Lisichansk","Bridge over Seversky Donets river destroyed by an explosion. Road T-03-15, conecting Luhansk-Lisichansk"
597,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Economic Court building,Call reporting IED - First Responders action - no explosive Economic Court building
598,00:00.0,UNKNOWN,2,1,Kryva Luka,DONETSK,UKRAINE,Roadside bomb detonation,,A family was affected by the explosion when driving their car,Roadside bomb detonation A family was affected by the explosion when driving their car
599,00:00.0,PROJECTED,0,0,Mikolayiv,MIKOLAYV,UKRAINE,IED was detonated against Militia Staff building,,,IED was detonated against Militia Staff building 
600,00:00.0,UNKNOWN,0,0,TBD,KHARKIV,UKRAINE,Bridge across the Koznyi-Toretz River was blown up,,Highway Kharkov-Rostov,Bridge across the Koznyi-Toretz River was blown up Highway Kharkov-Rostov
601,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Fountatin in Zabolotny Steree,Call reporting IED - First Responders action - no explosive Fountatin in Zabolotny Steree
602,00:00.0,CWIED,0,0,Svyatogorsk,DONETSK,UKRAINE,Four explosions in 2 different points of railroad,,,Four explosions in 2 different points of railroad 
603,00:00.0,UNKNOWN,0,0,Slovyansk,DONETSK,UKRAINE,IEDs against cables supporting a TV tower ,,Tower was destroyed in Karachun mountain,IEDs against cables supporting a TV tower  Tower was destroyed in Karachun mountain
604,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Explosives (1.5 Kg TNT) & detonators seized. 5 guy group arrested.,,2-guys detention when trying to attack railway. 3 more later.,Explosives (1.5 Kg TNT) & detonators seized. 5 guy group arrested. 2-guys detention when trying to attack railway. 3 more later.
605,00:00.0,UNKNOWN,0,0,Chugev,KHARKIV,UKRAINE,Railroad bridge was damaged by an explosion,,,Railroad bridge was damaged by an explosion 
606,00:00.0,UNKNOWN,0,0,Kolodyazne,KHARKIV,UKRAINE,Railway was damaged by a detonation,,Train ADLER-KIEV was affected,Railway was damaged by a detonation Train ADLER-KIEV was affected
607,00:00.0,UNKNOWN,0,0,Donbass,DONETSK,UKRAINE,Railway bridge was damaged by 2 explosions,,Near Horodna station,Railway bridge was damaged by 2 explosions Near Horodna station
608,00:00.0,CACHE/FOUND,0,0,Kulbakino,MIKOLAYIV,UKRAINE,Man detained wearing 2 IEDs,,He was preparing an attack to Kulbakino airfield,Man detained wearing 2 IEDs He was preparing an attack to Kulbakino airfield
609,00:00.0,UNKNOWN,0,0,Nuts,ZAPORIZHYE,UKRAINE,Railroad bridge damaged by explosion,,Zheleznodorozhny Bridge. 20Kg TNT-equivalent IED,Railroad bridge damaged by explosion Zheleznodorozhny Bridge. 20Kg TNT-equivalent IED
610,00:00.0,UNKNOWN,0,0,Novokarlivka,ZAPORIZHYE,UKRAINE,Railroad bridge over Dnieper river damaged by explosion,,,Railroad bridge over Dnieper river damaged by explosion 
611,00:00.0,UNKNOWN,0,0,(near) Luhansk,LUHANSK,UKRAINE,2 detonations on railroad,,Kondarshevskaya strecht & Krasnozerovka Ogorodny strecht,2 detonations on railroad Kondarshevskaya strecht & Krasnozerovka Ogorodny strecht
612,00:00.0,CRIME,0,0,Donbass,DONETSK,UKRAINE,96 Kg of Ammonite & electric detonators stolen from a mine,,Ammonite = 20% TNT/80% Ammonium Nitrate,96 Kg of Ammonite & electric detonators stolen from a mine Ammonite = 20% TNT/80% Ammonium Nitrate
613,00:00.0,UNKNOWN,0,0,Semenivka,DONETSK,UKRAINE,Several detonations against a water pump station,,"Most probably accurate mortar firing, according to effects!!!","Several detonations against a water pump station Most probably accurate mortar firing, according to effects!!!"
614,00:00.0,UNKNOWN,0,0,Kuteinykove,DONETSK,UKRAINE,Railroad damaged by explosion,,Ilovajick-Martsevo railroad,Railroad damaged by explosion Ilovajick-Martsevo railroad
615,00:00.0,UNKNOWN,0,0,Ilovaish,DONETSK,UKRAINE,14 cargo vans derailed.,,"Ilovaish-Mospino stretch, in the way to Kuteinikovo.","14 cargo vans derailed. Ilovaish-Mospino stretch, in the way to Kuteinikovo."
616,00:00.0,CACHE/FOUND,0,0,Rubezhansky,LUHANSK,UKRAINE,2 detainees transporting explosives in a truck,,"22 TNT blocks, detonators & explosives connection schemes","2 detainees transporting explosives in a truck 22 TNT blocks, detonators & explosives connection schemes"
617,00:00.0,UNKNOWN,0,0,Amvrosiivka,DONETSK,UKRAINE,Bridge damaged by an explosion,,"Km. 58, road T0517 Yenakiyevo-Shakhtersk-Amvrosiivka","Bridge damaged by an explosion Km. 58, road T0517 Yenakiyevo-Shakhtersk-Amvrosiivka"
618,00:00.0,CACHE/FOUND,0,0,Kulbakino,MIKOLAYIV,UKRAINE,IED found during detention of a suspect,,2nd detainee from a group planning attacks against airfield,IED found during detention of a suspect 2nd detainee from a group planning attacks against airfield
619,00:00.0,UNKNOWN,0,0,Donetsk,DONETSK,UKRAINE,IED detonation near an exchange office,,Explosion after a call reporting a potential underbelly VOIED,IED detonation near an exchange office Explosion after a call reporting a potential underbelly VOIED
620,00:00.0,UNKNOWN,0,0,TBD,POLTAVA,UKRAINE,IED explosion under concrete basis of gas pipeline,,Urengey-Pomary-Uzghorod pipeline,IED explosion under concrete basis of gas pipeline Urengey-Pomary-Uzghorod pipeline
621,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,2 detainees transporting an IED near Russian Consulate,,Destruction radius of the bomb was estimated at 15 meters,2 detainees transporting an IED near Russian Consulate Destruction radius of the bomb was estimated at 15 meters
622,00:00.0,UNKNOWN,0,0,Stanitsa-Luhanskaæ,LUHANSK,UKRAINE,Pedestrian bridge over road to Luhansk was destroyed,,,Pedestrian bridge over road to Luhansk was destroyed 
623,00:00.0,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,IED partially laid close to Presidential HQ,,"5 hand grenades + electr fuzes, guy escaped before activating","IED partially laid close to Presidential HQ 5 hand grenades + electr fuzes, guy escaped before activating"
624,00:00.0,VBIED,3,4,Donetsk,DONETSK,UKRAINE,Explosion of a car parked beside DNR leader vehicle,,Near an administration building. Followed by shooting.,Explosion of a car parked beside DNR leader vehicle Near an administration building. Followed by shooting.
625,00:00.0,UNKNOWN,0,0,Galitsynovk,DONETSK,UKRAINE,Bridge was blown up,,"Highway km 3,773","Bridge was blown up Highway km 3,773"
626,00:00.0,CRIME,0,0,Thorez,DONETSK,UKRAINE,720 Kg Ammonite & 360 electric detonators stolen from mine,,Ammonite = 20% TNT/80% Ammonium Nitrate,720 Kg Ammonite & 360 electric detonators stolen from mine Ammonite = 20% TNT/80% Ammonium Nitrate
627,00:00.0,VOIED,0,1,Kiev,KIEV,UKRAINE,Explosion of a car near UKR parliament,DNR,Car driver was injured. Possible Underbelly IED/limpet mine,Explosion of a car near UKR parliament Car driver was injured. Possible Underbelly IED/limpet mine
628,00:00.0,RCIED,0,0,Raisins,KHARKIV,UKRAINE,IED was disposed close to Raisins - Slavic road,,RC device + TNT + artillery shell (UXO),IED was disposed close to Raisins - Slavic road RC device + TNT + artillery shell (UXO)
629,00:00.0,UNKNOWN,0,0,Starobeshevo,DONETSK,UKRAINE,Railway was affected by an explosion,,,Railway was affected by an explosion 
630,00:00.0,UNKNOWN,0,0,Kurakhovo,DONETSK,UKRAINE,Railroad damaged by explosion,,"Near Donetsk, between Krasnohorlivka and Kurakhovo","Railroad damaged by explosion Near Donetsk, between Krasnohorlivka and Kurakhovo"
631,00:00.0,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,Some guys were detained in possesion of explosives,,"TNT, Ammonite, and grammonite, along with homemade hand grenades","Some guys were detained in possesion of explosives TNT, Ammonite, and grammonite, along with homemade hand grenades"
632,00:00.0,UNKNOWN,0,0,Shterovk,LUHANKS,UKRAINE,Railroad affected by explosion,LNR,Km. 57 ,Railroad affected by explosion Km. 57 
633,00:00.0,UNKNOWN,0,0,Lisichansk,LUHANKS,UKRAINE,Railroad bridge destroyed by explosion,LNR,,Railroad bridge destroyed by explosion 
634,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,2 Kg of plastic explosive and detonators were seized,,Found during registry & detention of a criminal group,2 Kg of plastic explosive and detonators were seized Found during registry & detention of a criminal group
635,00:00.0,RCIED,0,0,Nebilyv,IVANO-FRANKIVSK,UKRAINE,3 explosions in HP gas pipeline Urengoy_Pomary_Uzhgorod,,Remnants of a RCIED were found at scene,3 explosions in HP gas pipeline Urengoy_Pomary_Uzhgorod Remnants of a RCIED were found at scene
636,00:00.0,TIME DELAY,0,0,Odessa,ODESSA,UKRAINE,Pipe bomb detonated against a Pryvatbank office,,,Pipe bomb detonated against a Pryvatbank office 
637,00:00.0,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,Small detonation in a rucksack borne by a man,,Inside Arsenalna metro station. Suspect was detained,Small detonation in a rucksack borne by a man Inside Arsenalna metro station. Suspect was detained
638,00:00.0,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,IED seized during detention,,Detention of a suspect during registry of his home,IED seized during detention Detention of a suspect during registry of his home
639,00:00.0,PROJECTED,0,0,Odessa,ODESSA,UKRAINE,Homemade hand grenades were thrown during clashes,,Reported by Police officials,Homemade hand grenades were thrown during clashes Reported by Police officials
640,00:00.0,VOIED,1,1,TBD,DONETSK,UKRAINE,During a regular patrolling in an UKR Base perimetral defenses,,04:00L,During a regular patrolling in an UKR Base perimetral defenses 04:00L
641,00:00.0,CACHE/FOUND,0,0,Kharkiv,KHARKIV,UKRAINE,Homemade hand grenades were seized,,13 activist detained - explosive & incendiary devices,Homemade hand grenades were seized 13 activist detained - explosive & incendiary devices
642,00:00.0,UNKNOWN,0,0,Kramatorsk,DONETSK,UKRAINE,4 consecutive detonations inside an airfield,,Helicopter & surveillance airplane destroyed by attackers,4 consecutive detonations inside an airfield Helicopter & surveillance airplane destroyed by attackers
643,00:00.0,PROJECTED,0,7,Ovidiopol road,ODESSA,UKRAINE,Attack over pro-UKR check-point from a car passing around,,It is not totally confirmed as improvised device yet,Attack over pro-UKR check-point from a car passing around It is not totally confirmed as improvised device yet
644,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Kharkov Palace hotel,Call reporting IED - First Responders action - no explosive Kharkov Palace hotel
645,00:00.0,VOIED,0,0,Luhanks,LUHANKS,UKRAINE,IEDs were laid in an occupied government building,,"Building was occupied, IEDs used as defensive weapon","IEDs were laid in an occupied government building Building was occupied, IEDs used as defensive weapon"
646,00:00.0,UNKNOWN,0,0,Myrnyi,CRIMEA,UKRAINE,Explosive device laid close to UKR ship in Donuzlav lake,,Trawler ñCherkassyî suffered damages in main wheel,Explosive device laid close to UKR ship in Donuzlav lake Trawler ñCherkassyî suffered damages in main wheel
647,00:00.0,PROJECTED,0,0,Odessa,ODESSA,UKRAINE,Two homemade hand grenades were thrown against  Deputys office,,,Two homemade hand grenades were thrown against  Deputys office 
648,00:00.0,CACHE/FOUND,0,0,Bakhchisaray,CRIMEA,UKRAINE,400 Kg TNT transported in a truck were confiscated,,Two suspects detained in a road control at Crimean border,400 Kg TNT transported in a truck were confiscated Two suspects detained in a road control at Crimean border
649,00:00.0,UNKNOWN,0,0,Cherkassy,CHERKASY,UKRAINE,Explosion close to Regional Administration building,,External damages to building,Explosion close to Regional Administration building External damages to building
650,00:00.0,VOIED,0,1,Kiev,KIEV,UKRAINE,Explosion in Trade Union House,,Bomb package was given to the victim as a present,Explosion in Trade Union House Bomb package was given to the victim as a present
